player_name,year,season,week,game_date,opponent,result
Khalil Mack,2015,Preseason,4,09/04/2015,@Seahawks,L 21 - 31
Khalil Mack,2015,Preseason,3,08/31/2015,Cardinals,L 23 - 30
Khalil Mack,2015,Preseason,2,08/23/2015,@Vikings,L 12 - 20
Khalil Mack,2015,Preseason,1,08/15/2015,Rams,W 18 - 3
Khalil Mack,2015,Regular Season,17,01/03/2016,@Chiefs,L 17 - 23
Khalil Mack,2015,Regular Season,16,12/25/2015,Chargers,W 23 - 20
Khalil Mack,2015,Regular Season,15,12/20/2015,Packers,L 20 - 30
Khalil Mack,2015,Regular Season,14,12/13/2015,@Broncos,W 15 - 12
Khalil Mack,2015,Regular Season,13,12/06/2015,Chiefs,L 20 - 34
Khalil Mack,2015,Regular Season,12,11/29/2015,@Titans,W 24 - 21
Khalil Mack,2015,Regular Season,11,11/22/2015,@Lions,L 13 - 18
Khalil Mack,2015,Regular Season,10,11/15/2015,Vikings,L 14 - 30
Khalil Mack,2015,Regular Season,9,11/08/2015,@Steelers,L 35 - 38
Khalil Mack,2015,Regular Season,8,11/01/2015,Jets,W 34 - 20
Khalil Mack,2015,Regular Season,7,10/25/2015,@Chargers,W 37 - 29
Khalil Mack,2015,Regular Season,5,10/11/2015,Broncos,L 10 - 16
Khalil Mack,2015,Regular Season,4,10/04/2015,@Bears,L 20 - 22
Khalil Mack,2015,Regular Season,3,09/27/2015,@Browns,W 27 - 20
Khalil Mack,2015,Regular Season,2,09/20/2015,Ravens,W 37 - 33
Khalil Mack,2015,Regular Season,1,09/13/2015,Bengals,L 13 - 33
Khalil Mack,2014,Preseason,4,08/29/2014,Seahawks,W 41 - 31
Khalil Mack,2014,Preseason,3,08/23/2014,@Packers,L 21 - 31
Khalil Mack,2014,Preseason,2,08/16/2014,Lions,W 27 - 26
Khalil Mack,2014,Preseason,1,08/09/2014,@Vikings,L 6 - 10
Khalil Mack,2014,Regular Season,17,12/28/2014,@Broncos,L 14 - 47
Khalil Mack,2014,Regular Season,16,12/21/2014,Bills,W 26 - 24
Khalil Mack,2014,Regular Season,15,12/14/2014,@Chiefs,L 13 - 31
Khalil Mack,2014,Regular Season,14,12/07/2014,Niners,W 24 - 13
Khalil Mack,2014,Regular Season,13,11/30/2014,@Rams,L 0 - 52
Khalil Mack,2014,Regular Season,12,11/21/2014,Chiefs,W 24 - 20
Khalil Mack,2014,Regular Season,11,11/16/2014,@Chargers,L 6 - 13
Khalil Mack,2014,Regular Season,10,11/09/2014,Broncos,L 17 - 41
Khalil Mack,2014,Regular Season,9,11/02/2014,@Seahawks,L 24 - 30
Khalil Mack,2014,Regular Season,8,10/26/2014,@Browns,L 13 - 23
Khalil Mack,2014,Regular Season,7,10/19/2014,Cardinals,L 13 - 24
Khalil Mack,2014,Regular Season,6,10/12/2014,Chargers,L 28 - 31
Khalil Mack,2014,Regular Season,4,09/28/2014,Dolphins,L 14 - 38
Khalil Mack,2014,Regular Season,3,09/21/2014,@Patriots,L 9 - 16
Khalil Mack,2014,Regular Season,2,09/14/2014,Texans,L 14 - 30
Khalil Mack,2014,Regular Season,1,09/07/2014,@Jets,L 14 - 19
Khalil Mack,2016,Preseason,4,09/02/2016,Seahawks,L 21 - 23
Khalil Mack,2016,Preseason,3,08/28/2016,Titans,L 14 - 27
Khalil Mack,2016,Preseason,2,08/19/2016,@Packers,L 12 - 20
Khalil Mack,2016,Preseason,1,08/13/2016,@Cardinals,W 31 - 10
Khalil Mack,2016,Regular Season,17,01/01/2017,@Broncos,L 6 - 24
Khalil Mack,2016,Regular Season,16,12/24/2016,Colts,W 33 - 25
Khalil Mack,2016,Regular Season,15,12/18/2016,@Chargers,W 19 - 16
Khalil Mack,2016,Regular Season,14,12/09/2016,@Chiefs,L 13 - 21
Khalil Mack,2016,Regular Season,13,12/04/2016,Bills,W 38 - 24
Khalil Mack,2016,Regular Season,12,11/27/2016,Panthers,W 35 - 32
Khalil Mack,2016,Regular Season,11,11/22/2016,Texans,W 27 - 20
Khalil Mack,2016,Regular Season,9,11/07/2016,Broncos,W 30 - 20
Khalil Mack,2016,Regular Season,8,10/30/2016,@Buccaneers,W 30 - 24
Khalil Mack,2016,Regular Season,7,10/23/2016,@Jaguars,W 33 - 16
Khalil Mack,2016,Regular Season,6,10/16/2016,Chiefs,L 10 - 26
Khalil Mack,2016,Regular Season,5,10/09/2016,Chargers,W 34 - 31
Khalil Mack,2016,Regular Season,4,10/02/2016,@Ravens,W 28 - 27
Khalil Mack,2016,Regular Season,3,09/25/2016,@Titans,W 17 - 10
Khalil Mack,2016,Regular Season,2,09/18/2016,Falcons,L 28 - 35
Khalil Mack,2016,Regular Season,1,09/11/2016,@Saints,W 35 - 34
Khalil Mack,2016,Post Season,1,01/07/2017,@Texans,L 14 - 27
Khalil Mack,2017,Preseason,4,09/01/2017,Seahawks,L 13 - 17
Khalil Mack,2017,Preseason,3,08/27/2017,@Cowboys,L 20 - 24
Khalil Mack,2017,Preseason,2,08/20/2017,Rams,L 21 - 24
Khalil Mack,2017,Preseason,1,08/13/2017,@Cardinals,L 10 - 20
Khalil Mack,2017,Regular Season,17,12/31/2017,@Chargers,L 10 - 30
Khalil Mack,2017,Regular Season,16,12/26/2017,@Eagles,L 10 - 19
Khalil Mack,2017,Regular Season,15,12/18/2017,Cowboys,L 17 - 20
Khalil Mack,2017,Regular Season,14,12/10/2017,@Chiefs,L 15 - 26
Khalil Mack,2017,Regular Season,13,12/03/2017,Giants,W 24 - 17
Khalil Mack,2017,Regular Season,12,11/26/2017,Broncos,W 21 - 14
Khalil Mack,2017,Regular Season,11,11/19/2017,Patriots,L 8 - 33
Khalil Mack,2017,Regular Season,9,11/06/2017,@Dolphins,W 27 - 24
Khalil Mack,2017,Regular Season,8,10/29/2017,@Bills,L 14 - 34
Khalil Mack,2017,Regular Season,7,10/20/2017,Chiefs,W 31 - 30
Khalil Mack,2017,Regular Season,6,10/15/2017,Chargers,L 16 - 17
Khalil Mack,2017,Regular Season,5,10/08/2017,Ravens,L 17 - 30
Khalil Mack,2017,Regular Season,4,10/01/2017,@Broncos,L 10 - 16
Khalil Mack,2017,Regular Season,3,09/25/2017,@Redskins,L 10 - 27
Khalil Mack,2017,Regular Season,2,09/17/2017,Jets,W 45 - 20
Khalil Mack,2017,Regular Season,1,09/10/2017,@Titans,W 26 - 16
Khalil Mack,2018,Regular Season,17,12/30/2018,@Vikings,W 24 - 10
Khalil Mack,2018,Regular Season,16,12/23/2018,@49ers,W 14 - 9
Khalil Mack,2018,Regular Season,15,12/16/2018,Packers,W 24 - 17
Khalil Mack,2018,Regular Season,14,12/10/2018,Rams,W 15 - 6
Khalil Mack,2018,Regular Season,13,12/02/2018,@Giants,L 27 - 30
Khalil Mack,2018,Regular Season,12,11/22/2018,@Lions,W 23 - 16
Khalil Mack,2018,Regular Season,11,11/19/2018,Vikings,W 25 - 20
Khalil Mack,2018,Regular Season,10,11/11/2018,Lions,W 34 - 22
Khalil Mack,2018,Regular Season,9,11/04/2018,@Bills,W 41 - 9
Khalil Mack,2018,Regular Season,8,10/28/2018,Jets,W 24 - 10
Khalil Mack,2018,Regular Season,7,10/21/2018,Patriots,L 31 - 38
Khalil Mack,2018,Regular Season,6,10/14/2018,@Dolphins,L 28 - 31
Khalil Mack,2018,Regular Season,4,09/30/2018,Buccaneers,W 48 - 10
Khalil Mack,2018,Regular Season,3,09/23/2018,@Cardinals,W 16 - 14
Khalil Mack,2018,Regular Season,2,09/18/2018,Seahawks,W 24 - 17
Khalil Mack,2018,Regular Season,1,09/10/2018,@Packers,L 23 - 24
Khalil Mack,2018,Post Season,1,01/06/2019,Eagles,L 15 - 16
Khalil Mack,2019,Preseason,4,08/30/2019,Titans,L 15 - 19
Khalil Mack,2019,Preseason,3,08/24/2019,@Colts,W 27 - 17
Khalil Mack,2019,Preseason,2,08/16/2019,@Giants,L 13 - 32
Khalil Mack,2019,Preseason,1,08/09/2019,Panthers,L 13 - 23
Khalil Mack,2019,Regular Season,17,12/29/2019,@Vikings,W 21 - 19
Khalil Mack,2019,Regular Season,16,12/23/2019,Chiefs,L 3 - 26
Khalil Mack,2019,Regular Season,15,12/15/2019,@Packers,L 13 - 21
Khalil Mack,2019,Regular Season,14,12/06/2019,Cowboys,W 31 - 24
Khalil Mack,2019,Regular Season,13,11/28/2019,@Lions,W 24 - 20
Khalil Mack,2019,Regular Season,12,11/24/2019,Giants,W 19 - 14
Khalil Mack,2019,Regular Season,11,11/18/2019,@Rams,L 7 - 17
Khalil Mack,2019,Regular Season,10,11/10/2019,Lions,W 20 - 13
Khalil Mack,2019,Regular Season,9,11/03/2019,@Eagles,L 14 - 22
Khalil Mack,2019,Regular Season,8,10/27/2019,Chargers,L 16 - 17
Khalil Mack,2019,Regular Season,7,10/20/2019,Saints,L 25 - 36
Khalil Mack,2019,Regular Season,5,10/06/2019,@Raiders,L 21 - 24
Khalil Mack,2019,Regular Season,4,09/29/2019,Vikings,W 16 - 6
Khalil Mack,2019,Regular Season,3,09/24/2019,@Redskins,W 31 - 15
Khalil Mack,2019,Regular Season,2,09/15/2019,@Broncos,W 16 - 14
Khalil Mack,2019,Regular Season,1,09/06/2019,Packers,L 3 - 10
Khalil Mack,2022,Preseason,3,08/27/2022,@Saints,L 10 - 27
Khalil Mack,2022,Preseason,2,08/21/2022,Cowboys,L 18 - 32
Khalil Mack,2022,Preseason,1,08/14/2022,Rams,L 22 - 29
Khalil Mack,2022,Regular Season,18,01/08/2023,@Broncos,L 28 - 31
Khalil Mack,2022,Regular Season,17,01/01/2023,Rams,W 31 - 10
Khalil Mack,2022,Regular Season,16,12/27/2022,@Colts,W 20 - 3
Khalil Mack,2022,Regular Season,15,12/18/2022,Titans,W 17 - 14
Khalil Mack,2022,Regular Season,14,12/12/2022,Dolphins,W 23 - 17
Khalil Mack,2022,Regular Season,13,12/04/2022,@Raiders,L 20 - 27
Khalil Mack,2022,Regular Season,12,11/27/2022,@Cardinals,W 25 - 24
Khalil Mack,2020,Regular Season,17,01/03/2021,Packers,L 16 - 35
Khalil Mack,2022,Regular Season,11,11/21/2022,Chiefs,L 27 - 30
Khalil Mack,2022,Regular Season,10,11/14/2022,@49ers,L 16 - 22
Khalil Mack,2022,Regular Season,9,11/06/2022,@Falcons,W 20 - 17
Khalil Mack,2022,Regular Season,7,10/23/2022,Seahawks,L 23 - 37
Khalil Mack,2022,Regular Season,6,10/18/2022,Broncos,W 19 - 16
Khalil Mack,2022,Regular Season,5,10/09/2022,@Browns,W 30 - 28
Khalil Mack,2022,Regular Season,4,10/02/2022,@Texans,W 34 - 24
Khalil Mack,2022,Regular Season,3,09/25/2022,Jaguars,L 10 - 38
Khalil Mack,2020,Regular Season,16,12/27/2020,@Jaguars,W 41 - 17
Khalil Mack,2020,Regular Season,15,12/20/2020,@Vikings,W 33 - 27
Khalil Mack,2020,Regular Season,14,12/13/2020,Texans,W 36 - 7
Khalil Mack,2020,Regular Season,13,12/06/2020,Lions,L 30 - 34
Khalil Mack,2020,Regular Season,12,11/30/2020,@Packers,L 25 - 41
Khalil Mack,2020,Regular Season,10,11/17/2020,Vikings,L 13 - 19
Khalil Mack,2020,Regular Season,9,11/08/2020,@Titans,L 17 - 24
Khalil Mack,2021,Preseason,3,08/28/2021,@Titans,W 27 - 24
Khalil Mack,2022,Regular Season,2,09/16/2022,@Chiefs,L 24 - 27
Khalil Mack,2022,Regular Season,1,09/11/2022,Raiders,W 24 - 19
Khalil Mack,2022,Post Season,1,01/15/2023,@Jaguars,L 30 - 31
Khalil Mack,2020,Regular Season,8,11/01/2020,Saints,L 23 - 26
Khalil Mack,2021,Preseason,2,08/21/2021,Bills,L 15 - 41
Khalil Mack,2021,Preseason,1,08/14/2021,Dolphins,W 20 - 13
Khalil Mack,2021,Regular Season,9,11/09/2021,@Steelers,L 27 - 29
Khalil Mack,2021,Regular Season,8,10/31/2021,49ers,L 22 - 33
Khalil Mack,2021,Regular Season,7,10/24/2021,@Buccaneers,L 3 - 38
Khalil Mack,2021,Regular Season,6,10/17/2021,Packers,L 14 - 24
Khalil Mack,2021,Regular Season,5,10/10/2021,@Raiders,W 20 - 9
Khalil Mack,2021,Regular Season,4,10/03/2021,Lions,W 24 - 14
Khalil Mack,2020,Regular Season,7,10/27/2020,@Rams,L 10 - 24
Khalil Mack,2020,Regular Season,6,10/18/2020,@Panthers,W 23 - 16
Khalil Mack,2020,Regular Season,5,10/09/2020,Buccaneers,W 20 - 19
Khalil Mack,2020,Regular Season,4,10/04/2020,Colts,L 11 - 19
Khalil Mack,2020,Regular Season,3,09/27/2020,@Falcons,W 30 - 26
Khalil Mack,2020,Regular Season,2,09/20/2020,Giants,W 17 - 13
Khalil Mack,2020,Regular Season,1,09/13/2020,@Lions,W 27 - 23
Khalil Mack,2020,Post Season,1,01/10/2021,@Saints,L 9 - 21
Khalil Mack,2021,Regular Season,3,09/26/2021,@Browns,L 6 - 26
Khalil Mack,2021,Regular Season,2,09/19/2021,Bengals,W 20 - 17
Khalil Mack,2021,Regular Season,1,09/13/2021,@Rams,L 14 - 34
Ben Roethlisberger,2005,Regular Season,17,01/01/2006,Lions,W 35 - 21
Ben Roethlisberger,2005,Regular Season,16,12/24/2005,@Browns,W 41 - 0
Ben Roethlisberger,2005,Regular Season,15,12/18/2005,@Vikings,W 18 - 3
Ben Roethlisberger,2005,Regular Season,14,12/11/2005,Bears,W 21 - 9
Ben Roethlisberger,2005,Regular Season,13,12/04/2005,Bengals,L 31 - 38
Ben Roethlisberger,2005,Regular Season,12,11/28/2005,@Colts,L 7 - 26
Ben Roethlisberger,2005,Regular Season,11,11/20/2005,@Ravens,L 13 - 16
Ben Roethlisberger,2005,Regular Season,10,11/13/2005,Browns,W 34 - 21
Ben Roethlisberger,2005,Regular Season,9,11/06/2005,@Packers,W 20 - 10
Ben Roethlisberger,2005,Regular Season,8,10/31/2005,Ravens,W 20 - 19
Ben Roethlisberger,2005,Regular Season,7,10/23/2005,@Bengals,W 27 - 13
Ben Roethlisberger,2005,Regular Season,6,10/16/2005,Jaguars,L 17 - 23
Ben Roethlisberger,2005,Regular Season,5,10/10/2005,@Chargers,W 24 - 22
Ben Roethlisberger,2005,Regular Season,3,09/25/2005,Patriots,L 20 - 23
Ben Roethlisberger,2005,Regular Season,2,09/18/2005,@Texans,W 27 - 7
Ben Roethlisberger,2005,Regular Season,1,09/11/2005,Titans,W 34 - 7
Ben Roethlisberger,2005,Post Season,4,02/05/2006,Seahawks,W 21 - 10
Ben Roethlisberger,2005,Post Season,3,01/22/2006,@Broncos,W 34 - 17
Ben Roethlisberger,2005,Post Season,2,01/15/2006,@Colts,W 21 - 18
Ben Roethlisberger,2005,Post Season,1,01/08/2006,@Bengals,W 31 - 17
Ben Roethlisberger,2006,Regular Season,17,12/31/2006,@Bengals,W 23 - 17
Ben Roethlisberger,2006,Regular Season,16,12/24/2006,Ravens,L 7 - 31
Ben Roethlisberger,2006,Regular Season,15,12/17/2006,@Panthers,W 37 - 3
Ben Roethlisberger,2006,Regular Season,14,12/07/2006,Browns,W 27 - 7
Ben Roethlisberger,2006,Regular Season,13,12/03/2006,Buccaneers,W 20 - 3
Ben Roethlisberger,2006,Regular Season,12,11/26/2006,@Ravens,L 0 - 27
Ben Roethlisberger,2006,Regular Season,11,11/19/2006,@Browns,W 24 - 20
Ben Roethlisberger,2006,Regular Season,10,11/12/2006,Saints,W 38 - 31
Ben Roethlisberger,2006,Regular Season,9,11/05/2006,Broncos,L 20 - 31
Ben Roethlisberger,2006,Regular Season,8,10/29/2006,@Raiders,L 13 - 20
Ben Roethlisberger,2006,Regular Season,7,10/22/2006,@Falcons,L 38 - 41
Ben Roethlisberger,2006,Regular Season,6,10/15/2006,Chiefs,W 45 - 7
Ben Roethlisberger,2006,Regular Season,5,10/08/2006,@Chargers,L 13 - 23
Ben Roethlisberger,2006,Regular Season,3,09/24/2006,Bengals,L 20 - 28
Ben Roethlisberger,2006,Regular Season,2,09/18/2006,@Jaguars,L 0 - 9
Ben Roethlisberger,2006,Regular Season,1,09/07/2006,Dolphins,W 28 - 17
Ben Roethlisberger,2004,Regular Season,17,01/02/2005,@Bills,W 29 - 24
Ben Roethlisberger,2004,Regular Season,16,12/26/2004,Ravens,W 20 - 7
Ben Roethlisberger,2004,Regular Season,15,12/18/2004,@Giants,W 33 - 30
Ben Roethlisberger,2004,Regular Season,14,12/12/2004,Jets,W 17 - 6
Ben Roethlisberger,2004,Regular Season,13,12/05/2004,@Jaguars,W 17 - 16
Ben Roethlisberger,2004,Regular Season,12,11/28/2004,Redskins,W 16 - 7
Ben Roethlisberger,2004,Regular Season,11,11/21/2004,@Bengals,W 19 - 14
Ben Roethlisberger,2004,Regular Season,10,11/14/2004,@Browns,W 24 - 10
Ben Roethlisberger,2004,Regular Season,9,11/07/2004,Eagles,W 27 - 3
Ben Roethlisberger,2004,Regular Season,8,10/31/2004,Patriots,W 34 - 20
Ben Roethlisberger,2004,Regular Season,6,10/17/2004,@Cowboys,W 24 - 20
Ben Roethlisberger,2004,Regular Season,5,10/10/2004,Browns,W 34 - 23
Ben Roethlisberger,2004,Regular Season,4,10/03/2004,Bengals,W 28 - 17
Ben Roethlisberger,2004,Regular Season,3,09/26/2004,@Dolphins,W 13 - 3
Ben Roethlisberger,2004,Regular Season,2,09/19/2004,@Ravens,L 13 - 30
Ben Roethlisberger,2004,Regular Season,1,09/12/2004,Raiders,W 24 - 21
Ben Roethlisberger,2004,Post Season,3,01/23/2005,Patriots,L 27 - 41
Ben Roethlisberger,2004,Post Season,2,01/15/2005,Jets,W 20 - 17
Ben Roethlisberger,2012,Preseason,4,08/30/2012,Panthers,W 17 - 16
Ben Roethlisberger,2010,Preseason,4,09/02/2010,Panthers,W 19 - 3
Ben Roethlisberger,2009,Preseason,4,09/03/2009,@Panthers,W 21 - 10
Ben Roethlisberger,2012,Preseason,3,08/25/2012,@Bills,W 38 - 7
Ben Roethlisberger,2012,Preseason,2,08/19/2012,Colts,W 26 - 24
Ben Roethlisberger,2012,Preseason,1,08/09/2012,@Eagles,L 23 - 24
Ben Roethlisberger,2012,Regular Season,17,12/30/2012,Browns,W 24 - 10
Ben Roethlisberger,2010,Preseason,3,08/29/2010,@Broncos,L 17 - 34
Ben Roethlisberger,2010,Preseason,2,08/21/2010,@Giants,W 24 - 17
Ben Roethlisberger,2010,Preseason,1,08/14/2010,Lions,W 23 - 7
Ben Roethlisberger,2010,Regular Season,17,01/02/2011,@Browns,W 41 - 9
Ben Roethlisberger,2009,Preseason,2,08/22/2009,@Redskins,L 13 - 17
Ben Roethlisberger,2009,Preseason,1,08/13/2009,Cardinals,W 20 - 10
Ben Roethlisberger,2009,Regular Season,17,01/03/2010,@Dolphins,W 30 - 24
Ben Roethlisberger,2012,Regular Season,16,12/23/2012,Bengals,L 10 - 13
Ben Roethlisberger,2012,Regular Season,15,12/16/2012,@Cowboys,L 24 - 27
Ben Roethlisberger,2012,Regular Season,14,12/09/2012,Chargers,L 24 - 34
Ben Roethlisberger,2012,Regular Season,13,12/02/2012,@Ravens,W 23 - 20
Ben Roethlisberger,2012,Regular Season,12,11/25/2012,@Browns,L 14 - 20
Ben Roethlisberger,2012,Regular Season,11,11/18/2012,Ravens,L 10 - 13
Ben Roethlisberger,2012,Regular Season,10,11/12/2012,Chiefs,W 16 - 13
Ben Roethlisberger,2012,Regular Season,9,11/04/2012,@Giants,W 24 - 20
Ben Roethlisberger,2012,Regular Season,8,10/28/2012,Redskins,W 27 - 12
Ben Roethlisberger,2010,Regular Season,16,12/23/2010,Panthers,W 27 - 3
Ben Roethlisberger,2010,Regular Season,15,12/19/2010,Jets,L 17 - 22
Ben Roethlisberger,2010,Regular Season,14,12/12/2010,Bengals,W 23 - 7
Ben Roethlisberger,2010,Regular Season,13,12/05/2010,@Ravens,W 13 - 10
Ben Roethlisberger,2010,Regular Season,12,11/28/2010,@Bills,W 19 - 16
Ben Roethlisberger,2010,Regular Season,11,11/21/2010,Raiders,W 35 - 3
Ben Roethlisberger,2010,Regular Season,10,11/14/2010,Patriots,L 26 - 39
Ben Roethlisberger,2010,Regular Season,9,11/08/2010,@Bengals,W 27 - 21
Ben Roethlisberger,2009,Regular Season,16,12/27/2009,Ravens,W 23 - 20
Ben Roethlisberger,2009,Regular Season,15,12/20/2009,Packers,W 37 - 36
Ben Roethlisberger,2009,Regular Season,14,12/10/2009,@Browns,L 6 - 13
Ben Roethlisberger,2009,Regular Season,13,12/06/2009,Raiders,L 24 - 27
Ben Roethlisberger,2009,Regular Season,12,11/29/2009,@Ravens,L 17 - 20
Ben Roethlisberger,2008,Preseason,4,08/28/2008,Panthers,W 19 - 16
Ben Roethlisberger,2007,Regular Season,17,12/30/2007,@Ravens,L 21 - 27
Ben Roethlisberger,2012,Regular Season,7,10/21/2012,@Bengals,W 24 - 17
Ben Roethlisberger,2012,Regular Season,6,10/11/2012,@Titans,L 23 - 26
Ben Roethlisberger,2012,Regular Season,5,10/07/2012,Eagles,W 16 - 14
Ben Roethlisberger,2012,Regular Season,3,09/23/2012,@Raiders,L 31 - 34
Ben Roethlisberger,2012,Regular Season,2,09/16/2012,Jets,W 27 - 10
Ben Roethlisberger,2012,Regular Season,1,09/09/2012,@Broncos,L 19 - 31
Ben Roethlisberger,2010,Regular Season,8,10/31/2010,@Saints,L 10 - 20
Ben Roethlisberger,2010,Regular Season,7,10/24/2010,@Dolphins,W 23 - 22
Ben Roethlisberger,2010,Regular Season,6,10/17/2010,Browns,W 28 - 10
Ben Roethlisberger,2009,Regular Season,11,11/22/2009,@Chiefs,L 24 - 27
Ben Roethlisberger,2009,Regular Season,10,11/15/2009,Bengals,L 12 - 18
Ben Roethlisberger,2009,Regular Season,9,11/09/2009,@Broncos,W 28 - 10
Ben Roethlisberger,2009,Regular Season,7,10/25/2009,Vikings,W 27 - 17
Ben Roethlisberger,2009,Regular Season,6,10/18/2009,Browns,W 27 - 14
Ben Roethlisberger,2009,Regular Season,5,10/11/2009,@Lions,W 28 - 20
Ben Roethlisberger,2008,Preseason,3,08/23/2008,@Vikings,W 12 - 10
Ben Roethlisberger,2008,Preseason,2,08/14/2008,@Bills,L 21 - 24
Ben Roethlisberger,2008,Preseason,1,08/08/2008,Eagles,W 16 - 10
Ben Roethlisberger,2008,Regular Season,17,12/28/2008,Browns,W 31 - 0
Ben Roethlisberger,2008,Regular Season,16,12/21/2008,@Titans,L 14 - 31
Ben Roethlisberger,2008,Regular Season,15,12/14/2008,@Ravens,W 13 - 9
Ben Roethlisberger,2007,Regular Season,16,12/20/2007,@Rams,W 41 - 24
Ben Roethlisberger,2007,Regular Season,15,12/16/2007,Jaguars,L 22 - 29
Ben Roethlisberger,2007,Regular Season,14,12/09/2007,@Patriots,L 13 - 34
Ben Roethlisberger,2007,Regular Season,13,12/02/2007,Bengals,W 24 - 10
Ben Roethlisberger,2007,Regular Season,12,11/26/2007,Dolphins,W 3 - 0
Ben Roethlisberger,2007,Regular Season,11,11/18/2007,@Jets,L 16 - 19
Ben Roethlisberger,2010,Post Season,4,02/06/2011,@Packers,L 25 - 31
Ben Roethlisberger,2010,Post Season,3,01/23/2011,Jets,W 24 - 19
Ben Roethlisberger,2010,Post Season,2,01/15/2011,Ravens,W 31 - 24
Ben Roethlisberger,2009,Regular Season,4,10/04/2009,Chargers,W 38 - 28
Ben Roethlisberger,2009,Regular Season,3,09/27/2009,@Bengals,L 20 - 23
Ben Roethlisberger,2009,Regular Season,2,09/20/2009,@Bears,L 14 - 17
Ben Roethlisberger,2009,Regular Season,1,09/10/2009,Titans,W 13 - 10
Ben Roethlisberger,2008,Regular Season,14,12/07/2008,Cowboys,W 20 - 13
Ben Roethlisberger,2008,Regular Season,13,11/30/2008,@Patriots,W 33 - 10
Ben Roethlisberger,2008,Regular Season,12,11/20/2008,Bengals,W 27 - 10
Ben Roethlisberger,2008,Regular Season,11,11/16/2008,Chargers,W 11 - 10
Ben Roethlisberger,2008,Regular Season,10,11/09/2008,Colts,L 20 - 24
Ben Roethlisberger,2008,Regular Season,9,11/03/2008,@Redskins,W 23 - 6
Ben Roethlisberger,2007,Regular Season,10,11/11/2007,Browns,W 31 - 28
Ben Roethlisberger,2007,Regular Season,9,11/05/2007,Ravens,W 38 - 7
Ben Roethlisberger,2007,Regular Season,8,10/28/2007,@Bengals,W 24 - 13
Ben Roethlisberger,2007,Regular Season,7,10/21/2007,@Broncos,L 28 - 31
Ben Roethlisberger,2007,Regular Season,5,10/07/2007,Seahawks,W 21 - 0
Ben Roethlisberger,2007,Regular Season,4,09/30/2007,@Cardinals,L 14 - 21
Ben Roethlisberger,2007,Regular Season,3,09/23/2007,Niners,W 37 - 16
Ben Roethlisberger,2007,Regular Season,2,09/16/2007,Bills,W 26 - 3
Ben Roethlisberger,2008,Regular Season,8,10/26/2008,Giants,L 14 - 21
Ben Roethlisberger,2008,Regular Season,7,10/19/2008,@Bengals,W 38 - 10
Ben Roethlisberger,2008,Regular Season,5,10/05/2008,@Jaguars,W 26 - 21
Ben Roethlisberger,2008,Regular Season,4,09/29/2008,Ravens,W 23 - 20
Ben Roethlisberger,2008,Regular Season,3,09/21/2008,@Eagles,L 6 - 15
Ben Roethlisberger,2007,Regular Season,1,09/09/2007,@Browns,W 34 - 7
Ben Roethlisberger,2007,Post Season,1,01/05/2008,Jaguars,L 29 - 31
Ben Roethlisberger,2011,Preseason,4,09/01/2011,@Panthers,W 33 - 17
Ben Roethlisberger,2008,Regular Season,2,09/14/2008,@Browns,W 10 - 6
Ben Roethlisberger,2008,Regular Season,1,09/07/2008,Texans,W 38 - 17
Ben Roethlisberger,2011,Preseason,3,08/27/2011,Falcons,W 34 - 16
Ben Roethlisberger,2011,Preseason,2,08/18/2011,Eagles,W 24 - 14
Ben Roethlisberger,2011,Preseason,1,08/12/2011,@Redskins,L 7 - 16
Ben Roethlisberger,2011,Regular Season,17,01/01/2012,@Browns,W 13 - 9
Ben Roethlisberger,2011,Regular Season,16,12/24/2011,Rams,W 27 - 0
Ben Roethlisberger,2008,Post Season,4,02/01/2009,@Cardinals,W 27 - 23
Ben Roethlisberger,2008,Post Season,3,01/18/2009,Ravens,W 23 - 14
Ben Roethlisberger,2008,Post Season,2,01/11/2009,Chargers,W 35 - 24
Ben Roethlisberger,2011,Regular Season,15,12/19/2011,@Niners,L 3 - 20
Ben Roethlisberger,2011,Regular Season,14,12/08/2011,Browns,W 14 - 3
Ben Roethlisberger,2011,Regular Season,13,12/04/2011,Bengals,W 35 - 7
Ben Roethlisberger,2014,Preseason,4,08/28/2014,Panthers,L 0 - 10
Ben Roethlisberger,2011,Regular Season,12,11/27/2011,@Chiefs,W 13 - 9
Ben Roethlisberger,2011,Regular Season,10,11/13/2011,@Bengals,W 24 - 17
Ben Roethlisberger,2011,Regular Season,9,11/06/2011,Ravens,L 20 - 23
Ben Roethlisberger,2011,Regular Season,8,10/30/2011,Patriots,W 25 - 17
Ben Roethlisberger,2011,Regular Season,7,10/23/2011,@Cardinals,W 32 - 20
Ben Roethlisberger,2011,Regular Season,6,10/16/2011,Jaguars,W 17 - 13
Ben Roethlisberger,2014,Preseason,3,08/21/2014,@Eagles,L 21 - 31
Ben Roethlisberger,2014,Preseason,2,08/16/2014,Bills,W 19 - 16
Ben Roethlisberger,2014,Preseason,1,08/09/2014,@Giants,L 16 - 20
Ben Roethlisberger,2014,Regular Season,17,12/29/2014,Bengals,W 27 - 17
Ben Roethlisberger,2014,Regular Season,16,12/21/2014,Chiefs,W 20 - 12
Ben Roethlisberger,2011,Regular Season,5,10/09/2011,Titans,W 38 - 17
Ben Roethlisberger,2011,Regular Season,4,10/02/2011,@Texans,L 10 - 17
