player_name,year,season,week,game_date,opponent,result
Aaron Rodgers,2010,Post Season,3,01/23/2011,@Bears,W 21 - 14
Aaron Rodgers,2010,Post Season,2,01/15/2011,@Falcons,W 48 - 21
Aaron Rodgers,2010,Post Season,1,01/09/2011,@Eagles,W 21 - 16
Aaron Rodgers,2011,Preseason,4,09/01/2011,Chiefs,W 20 - 19
Aaron Rodgers,2011,Preseason,3,08/26/2011,@Colts,W 24 - 21
Aaron Rodgers,2011,Preseason,2,08/19/2011,Cardinals,W 28 - 20
Aaron Rodgers,2011,Preseason,1,08/13/2011,@Browns,L 17 - 27
Aaron Rodgers,2011,Regular Season,17,01/01/2012,Lions,W 45 - 41
Aaron Rodgers,2011,Regular Season,16,12/25/2011,Bears,W 35 - 21
Aaron Rodgers,2011,Regular Season,15,12/18/2011,@Chiefs,L 14 - 19
Aaron Rodgers,2011,Regular Season,14,12/11/2011,Raiders,W 46 - 16
Aaron Rodgers,2011,Regular Season,13,12/04/2011,@Giants,W 38 - 35
Aaron Rodgers,2011,Regular Season,12,11/24/2011,@Lions,W 27 - 15
Aaron Rodgers,2011,Regular Season,11,11/20/2011,Buccaneers,W 35 - 26
Aaron Rodgers,2011,Regular Season,10,11/14/2011,Vikings,W 45 - 7
Aaron Rodgers,2011,Regular Season,9,11/06/2011,@Chargers,W 45 - 38
Aaron Rodgers,2011,Regular Season,7,10/23/2011,@Vikings,W 33 - 27
Aaron Rodgers,2011,Regular Season,6,10/16/2011,Rams,W 24 - 3
Aaron Rodgers,2011,Regular Season,5,10/09/2011,@Falcons,W 25 - 14
Aaron Rodgers,2011,Regular Season,4,10/02/2011,Broncos,W 49 - 23
Aaron Rodgers,2011,Regular Season,3,09/25/2011,@Bears,W 27 - 17
Aaron Rodgers,2011,Regular Season,2,09/18/2011,@Panthers,W 30 - 23
Aaron Rodgers,2011,Regular Season,1,09/08/2011,Saints,W 42 - 34
Aaron Rodgers,2011,Post Season,2,01/15/2012,Giants,L 20 - 37
Aaron Rodgers,2017,Preseason,4,08/31/2017,Rams,W 24 - 10
Aaron Rodgers,2017,Preseason,3,08/27/2017,@Broncos,L 17 - 20
Aaron Rodgers,2017,Preseason,2,08/19/2017,@Redskins,W 21 - 17
Aaron Rodgers,2017,Preseason,1,08/11/2017,Eagles,W 24 - 9
Aaron Rodgers,2017,Regular Season,15,12/17/2017,@Panthers,L 24 - 31
Aaron Rodgers,2017,Regular Season,6,10/15/2017,@Vikings,L 10 - 23
Aaron Rodgers,2017,Regular Season,5,10/08/2017,@Cowboys,W 35 - 31
Aaron Rodgers,2017,Regular Season,4,09/29/2017,Bears,W 35 - 14
Aaron Rodgers,2017,Regular Season,3,09/24/2017,Bengals,W 27 - 24
Aaron Rodgers,2017,Regular Season,2,09/18/2017,@Falcons,L 23 - 34
Aaron Rodgers,2017,Regular Season,1,09/10/2017,Seahawks,W 17 - 9
Aaron Rodgers,2016,Preseason,4,09/02/2016,@Chiefs,L 7 - 17
Aaron Rodgers,2013,Preseason,4,08/30/2013,@Chiefs,L 8 - 30
Aaron Rodgers,2016,Preseason,3,08/27/2016,@49ers,W 21 - 10
Aaron Rodgers,2016,Preseason,2,08/19/2016,Raiders,W 20 - 12
Aaron Rodgers,2016,Preseason,1,08/13/2016,Browns,W 17 - 11
Aaron Rodgers,2016,Regular Season,17,01/02/2017,@Lions,W 31 - 24
Aaron Rodgers,2016,Regular Season,16,12/24/2016,Vikings,W 38 - 25
Aaron Rodgers,2016,Regular Season,15,12/18/2016,@Bears,W 30 - 27
Aaron Rodgers,2016,Regular Season,14,12/11/2016,Seahawks,W 38 - 10
Aaron Rodgers,2013,Preseason,3,08/24/2013,Seahawks,L 10 - 17
Aaron Rodgers,2013,Preseason,2,08/18/2013,@Rams,W 19 - 7
Aaron Rodgers,2013,Preseason,1,08/10/2013,Cardinals,L 0 - 17
Aaron Rodgers,2013,Regular Season,17,12/29/2013,@Bears,W 33 - 28
Aaron Rodgers,2013,Regular Season,16,12/22/2013,Steelers,L 31 - 38
Aaron Rodgers,2013,Regular Season,15,12/15/2013,@Cowboys,W 37 - 36
Aaron Rodgers,2013,Regular Season,14,12/08/2013,Falcons,W 22 - 21
Aaron Rodgers,2016,Regular Season,13,12/04/2016,Texans,W 21 - 13
Aaron Rodgers,2016,Regular Season,12,11/29/2016,@Eagles,W 27 - 13
Aaron Rodgers,2016,Regular Season,11,11/21/2016,@Redskins,L 24 - 42
Aaron Rodgers,2016,Regular Season,10,11/13/2016,@Titans,L 25 - 47
Aaron Rodgers,2016,Regular Season,9,11/06/2016,Colts,L 26 - 31
Aaron Rodgers,2016,Regular Season,8,10/30/2016,@Falcons,L 32 - 33
Aaron Rodgers,2016,Regular Season,7,10/21/2016,Bears,W 26 - 10
Aaron Rodgers,2016,Regular Season,6,10/16/2016,Cowboys,L 16 - 30
Aaron Rodgers,2013,Regular Season,13,11/28/2013,@Lions,L 10 - 40
Aaron Rodgers,2013,Regular Season,12,11/24/2013,Vikings,T 26 - 26
Aaron Rodgers,2013,Regular Season,11,11/17/2013,@Giants,L 13 - 27
Aaron Rodgers,2013,Regular Season,10,11/10/2013,Eagles,L 13 - 27
Aaron Rodgers,2013,Regular Season,9,11/05/2013,Bears,L 20 - 27
Aaron Rodgers,2013,Regular Season,8,10/28/2013,@Vikings,W 44 - 31
Aaron Rodgers,2013,Regular Season,7,10/20/2013,Browns,W 31 - 13
Aaron Rodgers,2013,Regular Season,6,10/13/2013,@Ravens,W 19 - 17
Aaron Rodgers,2013,Regular Season,5,10/06/2013,Lions,W 22 - 9
Aaron Rodgers,2016,Regular Season,5,10/10/2016,Giants,W 23 - 16
Aaron Rodgers,2016,Regular Season,3,09/25/2016,Lions,W 34 - 27
Aaron Rodgers,2016,Regular Season,2,09/19/2016,@Vikings,L 14 - 17
Aaron Rodgers,2016,Regular Season,1,09/11/2016,@Jaguars,W 27 - 23
Aaron Rodgers,2016,Post Season,3,01/22/2017,@Falcons,L 21 - 44
Aaron Rodgers,2016,Post Season,2,01/15/2017,@Cowboys,W 34 - 31
Aaron Rodgers,2016,Post Season,1,01/08/2017,Giants,W 38 - 13
Aaron Rodgers,2013,Regular Season,3,09/22/2013,@Bengals,L 30 - 34
Aaron Rodgers,2013,Regular Season,2,09/15/2013,Redskins,W 38 - 20
Aaron Rodgers,2013,Regular Season,1,09/08/2013,@Niners,L 28 - 34
Aaron Rodgers,2013,Post Season,1,01/05/2014,Niners,L 20 - 23
Aaron Rodgers,2014,Preseason,4,08/28/2014,Chiefs,W 34 - 14
Aaron Rodgers,2014,Preseason,3,08/23/2014,Raiders,W 31 - 21
Aaron Rodgers,2014,Preseason,2,08/16/2014,@Rams,W 21 - 7
Aaron Rodgers,2014,Preseason,1,08/10/2014,@Titans,L 16 - 20
Aaron Rodgers,2014,Regular Season,17,12/28/2014,Lions,W 30 - 20
Aaron Rodgers,2014,Regular Season,16,12/21/2014,@Buccaneers,W 20 - 3
Aaron Rodgers,2014,Regular Season,15,12/14/2014,@Bills,L 13 - 21
Aaron Rodgers,2014,Regular Season,14,12/09/2014,Falcons,W 43 - 37
Aaron Rodgers,2014,Regular Season,13,11/30/2014,Patriots,W 26 - 21
Aaron Rodgers,2014,Regular Season,12,11/23/2014,@Vikings,W 24 - 21
Aaron Rodgers,2014,Regular Season,11,11/16/2014,Eagles,W 53 - 20
Aaron Rodgers,2014,Regular Season,10,11/10/2014,Bears,W 55 - 14
Aaron Rodgers,2014,Regular Season,8,10/27/2014,@Saints,L 23 - 44
Aaron Rodgers,2014,Regular Season,7,10/19/2014,Panthers,W 38 - 17
Aaron Rodgers,2014,Regular Season,6,10/12/2014,@Dolphins,W 27 - 24
Aaron Rodgers,2014,Regular Season,5,10/03/2014,Vikings,W 42 - 10
Aaron Rodgers,2014,Regular Season,4,09/28/2014,@Bears,W 38 - 17
Aaron Rodgers,2014,Regular Season,3,09/21/2014,@Lions,L 7 - 19
Aaron Rodgers,2014,Regular Season,2,09/14/2014,Jets,W 31 - 24
Aaron Rodgers,2014,Regular Season,1,09/05/2014,@Seahawks,L 16 - 36
Aaron Rodgers,2014,Post Season,3,01/18/2015,@Seahawks,L 22 - 28
Aaron Rodgers,2014,Post Season,2,01/11/2015,Cowboys,W 26 - 21
Aaron Rodgers,2015,Preseason,4,09/03/2015,Saints,W 38 - 10
Aaron Rodgers,2015,Preseason,3,08/30/2015,Eagles,L 26 - 39
Aaron Rodgers,2015,Preseason,2,08/23/2015,@Steelers,L 19 - 24
Aaron Rodgers,2015,Preseason,1,08/13/2015,@Patriots,W 22 - 11
Aaron Rodgers,2015,Regular Season,17,01/04/2016,Vikings,L 13 - 20
Aaron Rodgers,2015,Regular Season,16,12/27/2015,@Cardinals,L 8 - 38
Aaron Rodgers,2015,Regular Season,15,12/20/2015,@Raiders,W 30 - 20
Aaron Rodgers,2015,Regular Season,14,12/13/2015,Cowboys,W 28 - 7
Aaron Rodgers,2015,Regular Season,13,12/04/2015,@Lions,W 27 - 23
Aaron Rodgers,2015,Regular Season,12,11/27/2015,Bears,L 13 - 17
Aaron Rodgers,2015,Regular Season,11,11/22/2015,@Vikings,W 30 - 13
Aaron Rodgers,2015,Regular Season,10,11/15/2015,Lions,L 16 - 18
Aaron Rodgers,2015,Regular Season,9,11/08/2015,@Panthers,L 29 - 37
Aaron Rodgers,2015,Regular Season,8,11/02/2015,@Broncos,L 10 - 29
Aaron Rodgers,2015,Regular Season,6,10/18/2015,Chargers,W 27 - 20
Aaron Rodgers,2015,Regular Season,5,10/11/2015,Rams,W 24 - 10
Aaron Rodgers,2015,Regular Season,4,10/04/2015,@Niners,W 17 - 3
Aaron Rodgers,2015,Regular Season,3,09/29/2015,Chiefs,W 38 - 28
Aaron Rodgers,2015,Regular Season,2,09/21/2015,Seahawks,W 27 - 17
Aaron Rodgers,2015,Regular Season,1,09/13/2015,@Bears,W 31 - 23
Aaron Rodgers,2015,Post Season,2,01/17/2016,@Cardinals,L 20 - 26
Aaron Rodgers,2019,Preseason,4,08/30/2019,Chiefs,W 27 - 20
Aaron Rodgers,2019,Preseason,3,08/23/2019,@Raiders,L 21 - 22
Aaron Rodgers,2019,Preseason,2,08/15/2019,@Ravens,L 13 - 26
Aaron Rodgers,2019,Preseason,1,08/09/2019,Texans,W 28 - 26
Aaron Rodgers,2019,Regular Season,17,12/29/2019,@Lions,W 23 - 20
Aaron Rodgers,2019,Regular Season,16,12/24/2019,@Vikings,W 23 - 10
Aaron Rodgers,2019,Regular Season,15,12/15/2019,Bears,W 21 - 13
Aaron Rodgers,2019,Regular Season,14,12/08/2019,Redskins,W 20 - 15
Aaron Rodgers,2019,Regular Season,13,12/01/2019,@Giants,W 31 - 13
Aaron Rodgers,2019,Regular Season,12,11/25/2019,@49ers,L 8 - 37
Aaron Rodgers,2019,Regular Season,10,11/10/2019,Panthers,W 24 - 16
Aaron Rodgers,2019,Regular Season,9,11/03/2019,@Chargers,L 11 - 26
Aaron Rodgers,2019,Regular Season,8,10/28/2019,@Chiefs,W 31 - 24
Aaron Rodgers,2019,Regular Season,7,10/20/2019,Raiders,W 42 - 24
Aaron Rodgers,2019,Regular Season,6,10/15/2019,Lions,W 23 - 22
Aaron Rodgers,2019,Regular Season,5,10/06/2019,@Cowboys,W 34 - 24
Aaron Rodgers,2019,Regular Season,4,09/27/2019,Eagles,L 27 - 34
Aaron Rodgers,2019,Regular Season,3,09/22/2019,Broncos,W 27 - 16
Aaron Rodgers,2019,Regular Season,2,09/15/2019,Vikings,W 21 - 16
Aaron Rodgers,2019,Regular Season,1,09/06/2019,@Bears,W 10 - 3
Aaron Rodgers,2019,Post Season,3,01/19/2020,@49ers,L 20 - 37
Aaron Rodgers,2019,Post Season,2,01/12/2020,Seahawks,W 28 - 23
Aaron Rodgers,2021,Preseason,3,08/28/2021,@Bills,L 0 - 19
Aaron Rodgers,2021,Preseason,2,08/21/2021,Jets,L 14 - 23
Aaron Rodgers,2021,Preseason,1,08/15/2021,Texans,L 7 - 26
Aaron Rodgers,2021,Regular Season,18,01/09/2022,@Lions,L 30 - 37
Aaron Rodgers,2021,Regular Season,17,01/03/2022,Vikings,W 37 - 10
Aaron Rodgers,2021,Regular Season,16,12/25/2021,Browns,W 24 - 22
Aaron Rodgers,2021,Regular Season,15,12/19/2021,@Ravens,W 31 - 30
Aaron Rodgers,2021,Regular Season,14,12/13/2021,Bears,W 45 - 30
Aaron Rodgers,2021,Regular Season,12,11/28/2021,Rams,W 36 - 28
Aaron Rodgers,2021,Regular Season,11,11/21/2021,@Vikings,L 31 - 34
Aaron Rodgers,2021,Regular Season,10,11/14/2021,Seahawks,W 17 - 0
Aaron Rodgers,2021,Regular Season,8,10/29/2021,@Cardinals,W 24 - 21
Aaron Rodgers,2021,Regular Season,7,10/24/2021,Football Team,W 24 - 10
Aaron Rodgers,2021,Regular Season,6,10/17/2021,@Bears,W 24 - 14
Aaron Rodgers,2021,Regular Season,5,10/10/2021,@Bengals,W 25 - 22
Aaron Rodgers,2021,Regular Season,4,10/03/2021,Steelers,W 27 - 17
Aaron Rodgers,2021,Regular Season,3,09/27/2021,@49ers,W 30 - 28
Aaron Rodgers,2021,Regular Season,2,09/21/2021,Lions,W 35 - 17
Aaron Rodgers,2021,Regular Season,1,09/12/2021,@Saints,L 3 - 38
Aaron Rodgers,2021,Post Season,2,01/23/2022,49ers,L 10 - 13
Aaron Rodgers,2020,Regular Season,17,01/03/2021,@Bears,W 35 - 16
Aaron Rodgers,2020,Regular Season,16,12/28/2020,Titans,W 40 - 14
Aaron Rodgers,2020,Regular Season,15,12/20/2020,Panthers,W 24 - 16
Aaron Rodgers,2020,Regular Season,14,12/13/2020,@Lions,W 31 - 24
Aaron Rodgers,2020,Regular Season,13,12/06/2020,Eagles,W 30 - 16
Aaron Rodgers,2020,Regular Season,12,11/30/2020,Bears,W 41 - 25
Aaron Rodgers,2020,Regular Season,11,11/22/2020,@Colts,L 31 - 34
Aaron Rodgers,2020,Regular Season,10,11/15/2020,Jaguars,W 24 - 20
Aaron Rodgers,2020,Regular Season,9,11/06/2020,@49ers,W 34 - 17
Aaron Rodgers,2020,Regular Season,8,11/01/2020,Vikings,L 22 - 28
Aaron Rodgers,2020,Regular Season,7,10/25/2020,@Texans,W 35 - 20
Aaron Rodgers,2020,Regular Season,6,10/18/2020,@Buccaneers,L 10 - 38
Aaron Rodgers,2020,Regular Season,4,10/06/2020,Falcons,W 30 - 16
Aaron Rodgers,2020,Regular Season,3,09/28/2020,@Saints,W 37 - 30
Aaron Rodgers,2020,Regular Season,2,09/20/2020,Lions,W 42 - 21
Aaron Rodgers,2020,Regular Season,1,09/13/2020,@Vikings,W 43 - 34
Aaron Rodgers,2020,Post Season,3,01/24/2021,Buccaneers,L 26 - 31
Aaron Rodgers,2020,Post Season,2,01/16/2021,Rams,W 32 - 18
Aaron Rodgers,2022,Preseason,3,08/26/2022,@Chiefs,L 10 - 17
Aaron Rodgers,2022,Preseason,2,08/20/2022,Saints,W 20 - 10
Aaron Rodgers,2022,Preseason,1,08/13/2022,@49ers,L 21 - 28
Aaron Rodgers,2022,Regular Season,18,01/09/2023,Lions,L 16 - 20
Aaron Rodgers,2022,Regular Season,17,01/01/2023,Vikings,W 41 - 17
Aaron Rodgers,2022,Regular Season,16,12/25/2022,@Dolphins,W 26 - 20
Aaron Rodgers,2022,Regular Season,15,12/20/2022,Rams,W 24 - 12
Aaron Rodgers,2022,Regular Season,13,12/04/2022,@Bears,W 28 - 19
Aaron Rodgers,2022,Regular Season,12,11/28/2022,@Eagles,L 33 - 40
Aaron Rodgers,2022,Regular Season,11,11/18/2022,Titans,L 17 - 27
Aaron Rodgers,2022,Regular Season,10,11/13/2022,Cowboys,W 31 - 28
Aaron Rodgers,2022,Regular Season,9,11/06/2022,@Lions,L 9 - 15
Aaron Rodgers,2022,Regular Season,8,10/31/2022,@Bills,L 17 - 27
Aaron Rodgers,2022,Regular Season,7,10/23/2022,@Commanders,L 21 - 23
Aaron Rodgers,2022,Regular Season,6,10/16/2022,Jets,L 10 - 27
Aaron Rodgers,2022,Regular Season,5,10/09/2022,Giants,L 22 - 27
Aaron Rodgers,2022,Regular Season,4,10/02/2022,Patriots,W 27 - 24
Aaron Rodgers,2022,Regular Season,3,09/25/2022,@Buccaneers,W 14 - 12
Aaron Rodgers,2018,Preseason,4,08/31/2018,@Chiefs,L 21 - 33
Aaron Rodgers,2022,Regular Season,2,09/19/2022,Bears,W 27 - 10
Aaron Rodgers,2022,Regular Season,1,09/11/2022,@Vikings,L 7 - 23
Aaron Rodgers,2018,Preseason,3,08/25/2018,@Raiders,L 6 - 13
Aaron Rodgers,2018,Preseason,2,08/17/2018,Steelers,W 51 - 34
Aaron Rodgers,2018,Preseason,1,08/10/2018,Titans,W 31 - 17
Aaron Rodgers,2018,Regular Season,17,12/30/2018,Lions,L 0 - 31
Aaron Rodgers,2018,Regular Season,16,12/23/2018,@Jets,W 44 - 38
Aaron Rodgers,2018,Regular Season,15,12/16/2018,@Bears,L 17 - 24
Aaron Rodgers,2018,Regular Season,14,12/09/2018,Falcons,W 34 - 20
Aaron Rodgers,2018,Regular Season,13,12/02/2018,Cardinals,L 17 - 20
Aaron Rodgers,2018,Regular Season,12,11/26/2018,@Vikings,L 17 - 24
Aaron Rodgers,2018,Regular Season,11,11/16/2018,@Seahawks,L 24 - 27
Aaron Rodgers,2018,Regular Season,10,11/11/2018,Dolphins,W 31 - 12
Aaron Rodgers,2018,Regular Season,9,11/05/2018,@Patriots,L 17 - 31
Aaron Rodgers,2018,Regular Season,8,10/28/2018,@Rams,L 27 - 29
Aaron Rodgers,2018,Regular Season,6,10/16/2018,49ers,W 33 - 30
Aaron Rodgers,2018,Regular Season,5,10/07/2018,@Lions,L 23 - 31
Aaron Rodgers,2018,Regular Season,4,09/30/2018,Bills,W 22 - 0
Aaron Rodgers,2018,Regular Season,3,09/23/2018,@Redskins,L 17 - 31
Aaron Rodgers,2018,Regular Season,2,09/16/2018,Vikings,T 29 - 29
Aaron Rodgers,2018,Regular Season,1,09/10/2018,Bears,W 24 - 23
Saquon Barkley,2018,Preseason,4,08/30/2018,Patriots,L 12 - 17
Saquon Barkley,2018,Preseason,3,08/24/2018,@Jets,W 22 - 16
Saquon Barkley,2018,Preseason,2,08/17/2018,@Lions,W 30 - 17
Saquon Barkley,2018,Preseason,1,08/09/2018,Browns,L 10 - 20
Saquon Barkley,2018,Regular Season,17,12/30/2018,Cowboys,L 35 - 36
Saquon Barkley,2018,Regular Season,16,12/23/2018,@Colts,L 27 - 28
Saquon Barkley,2018,Regular Season,15,12/16/2018,Titans,L 0 - 17
Saquon Barkley,2018,Regular Season,14,12/09/2018,@Redskins,W 40 - 16
Saquon Barkley,2018,Regular Season,13,12/02/2018,Bears,W 30 - 27
Saquon Barkley,2018,Regular Season,12,11/25/2018,@Eagles,L 22 - 25
Saquon Barkley,2018,Regular Season,11,11/18/2018,Buccaneers,W 38 - 35
Saquon Barkley,2018,Regular Season,10,11/13/2018,@49ers,W 27 - 23
Saquon Barkley,2018,Regular Season,8,10/28/2018,Redskins,L 13 - 20
Saquon Barkley,2018,Regular Season,7,10/23/2018,@Falcons,L 20 - 23
Saquon Barkley,2018,Regular Season,6,10/12/2018,Eagles,L 13 - 34
Saquon Barkley,2018,Regular Season,5,10/07/2018,@Panthers,L 31 - 33
Saquon Barkley,2018,Regular Season,4,09/30/2018,Saints,L 18 - 33
Saquon Barkley,2018,Regular Season,3,09/23/2018,@Texans,W 27 - 22
Saquon Barkley,2018,Regular Season,2,09/17/2018,@Cowboys,L 13 - 20
Saquon Barkley,2018,Regular Season,1,09/09/2018,Jaguars,L 15 - 20
Saquon Barkley,2019,Preseason,4,08/29/2019,@Patriots,W 31 - 29
Saquon Barkley,2019,Preseason,3,08/22/2019,@Bengals,W 25 - 23
Saquon Barkley,2019,Preseason,2,08/16/2019,Bears,W 32 - 13
Saquon Barkley,2019,Preseason,1,08/08/2019,Jets,W 31 - 22
Saquon Barkley,2019,Regular Season,17,12/29/2019,Eagles,L 17 - 34
Saquon Barkley,2019,Regular Season,16,12/22/2019,@Redskins,W 41 - 35
Saquon Barkley,2019,Regular Season,15,12/15/2019,Dolphins,W 36 - 20
Saquon Barkley,2019,Regular Season,14,12/10/2019,@Eagles,L 17 - 23
Saquon Barkley,2019,Regular Season,13,12/01/2019,Packers,L 13 - 31
Saquon Barkley,2019,Regular Season,12,11/24/2019,@Bears,L 14 - 19
Saquon Barkley,2019,Regular Season,10,11/10/2019,@Jets,L 27 - 34
Saquon Barkley,2019,Regular Season,9,11/05/2019,Cowboys,L 18 - 37
Saquon Barkley,2019,Regular Season,8,10/27/2019,@Lions,L 26 - 31
Saquon Barkley,2019,Regular Season,7,10/20/2019,Cardinals,L 21 - 27
Saquon Barkley,2019,Regular Season,6,10/11/2019,@Patriots,L 14 - 35
Saquon Barkley,2019,Regular Season,5,10/06/2019,Vikings,L 10 - 28
Saquon Barkley,2019,Regular Season,4,09/29/2019,Redskins,W 24 - 3
Saquon Barkley,2019,Regular Season,3,09/22/2019,@Buccaneers,W 32 - 31
Saquon Barkley,2019,Regular Season,2,09/15/2019,Bills,L 14 - 28
Saquon Barkley,2019,Regular Season,1,09/08/2019,@Cowboys,L 17 - 35
Saquon Barkley,2020,Regular Season,2,09/20/2020,@Bears,L 13 - 17
Saquon Barkley,2020,Regular Season,1,09/14/2020,Steelers,L 16 - 26
Saquon Barkley,2022,Preseason,3,08/28/2022,@Jets,L 27 - 31
Saquon Barkley,2022,Preseason,2,08/21/2022,Bengals,W 25 - 22
Saquon Barkley,2022,Preseason,1,08/11/2022,@Patriots,W 23 - 21
Saquon Barkley,2022,Regular Season,18,01/08/2023,@Eagles,L 16 - 22
Saquon Barkley,2022,Regular Season,17,01/01/2023,Colts,W 38 - 10
Saquon Barkley,2022,Regular Season,16,12/24/2022,@Vikings,L 24 - 27
Saquon Barkley,2022,Regular Season,15,12/19/2022,@Commanders,W 20 - 12
Saquon Barkley,2022,Regular Season,14,12/11/2022,Eagles,L 22 - 48
Saquon Barkley,2022,Regular Season,13,12/04/2022,Commanders,T 20 - 20
Saquon Barkley,2022,Regular Season,12,11/24/2022,@Cowboys,L 20 - 28
Saquon Barkley,2022,Regular Season,11,11/20/2022,Lions,L 18 - 31
Saquon Barkley,2022,Regular Season,10,11/13/2022,Texans,W 24 - 16
Saquon Barkley,2022,Regular Season,8,10/30/2022,@Seahawks,L 13 - 27
Saquon Barkley,2022,Regular Season,7,10/23/2022,@Jaguars,W 23 - 17
Saquon Barkley,2022,Regular Season,6,10/16/2022,Ravens,W 24 - 20
Saquon Barkley,2022,Regular Season,5,10/09/2022,@Packers,W 27 - 22
Saquon Barkley,2022,Regular Season,4,10/02/2022,Bears,W 20 - 12
Saquon Barkley,2022,Regular Season,3,09/27/2022,Cowboys,L 16 - 23
Saquon Barkley,2022,Regular Season,2,09/18/2022,Panthers,W 19 - 16
Saquon Barkley,2022,Regular Season,1,09/11/2022,@Titans,W 21 - 20
Saquon Barkley,2022,Post Season,2,01/22/2023,@Eagles,L 7 - 38
Saquon Barkley,2022,Post Season,1,01/15/2023,@Vikings,W 31 - 24
Saquon Barkley,2021,Preseason,3,08/29/2021,Patriots,L 20 - 22
Saquon Barkley,2021,Preseason,2,08/22/2021,@Browns,L 13 - 17
Saquon Barkley,2021,Preseason,1,08/14/2021,Jets,L 7 - 12
Saquon Barkley,2021,Regular Season,18,01/09/2022,Football Team,L 7 - 22
Saquon Barkley,2021,Regular Season,17,01/02/2022,@Bears,L 3 - 29
Saquon Barkley,2021,Regular Season,16,12/26/2021,@Eagles,L 10 - 34
Saquon Barkley,2021,Regular Season,15,12/19/2021,Cowboys,L 6 - 21
Saquon Barkley,2021,Regular Season,14,12/12/2021,@Chargers,L 21 - 37
Saquon Barkley,2021,Regular Season,13,12/05/2021,@Dolphins,L 9 - 20
Saquon Barkley,2021,Regular Season,12,11/28/2021,Eagles,W 13 - 7
Saquon Barkley,2021,Regular Season,11,11/23/2021,@Buccaneers,L 10 - 30
Saquon Barkley,2021,Regular Season,9,11/07/2021,Raiders,W 23 - 16
Saquon Barkley,2021,Regular Season,8,11/02/2021,@Chiefs,L 17 - 20
Saquon Barkley,2021,Regular Season,7,10/24/2021,Panthers,W 25 - 3
Saquon Barkley,2021,Regular Season,6,10/17/2021,Rams,L 11 - 38
Saquon Barkley,2021,Regular Season,5,10/10/2021,@Cowboys,L 20 - 44
Saquon Barkley,2021,Regular Season,4,10/03/2021,@Saints,W 27 - 21
Saquon Barkley,2021,Regular Season,3,09/26/2021,Falcons,L 14 - 17
Saquon Barkley,2021,Regular Season,2,09/17/2021,@Football Team,L 29 - 30
Saquon Barkley,2021,Regular Season,1,09/12/2021,Broncos,L 13 - 27
Drew Brees,2001,Regular Season,16,12/30/2001,Seahawks,N/A
Drew Brees,2001,Regular Season,15,12/23/2001,@Chiefs,N/A
Drew Brees,2001,Regular Season,14,12/15/2001,Raiders,N/A
Drew Brees,2001,Regular Season,13,12/09/2001,@Eagles,N/A
Drew Brees,2001,Regular Season,12,12/02/2001,@Seahawks,N/A
Drew Brees,2001,Regular Season,11,11/25/2001,Cardinals,N/A
Drew Brees,2001,Regular Season,10,11/18/2001,@Raiders,N/A
Drew Brees,2001,Regular Season,9,11/11/2001,@Broncos,N/A
Drew Brees,2001,Regular Season,8,11/04/2001,Chiefs,N/A
Drew Brees,2001,Regular Season,7,10/28/2001,Bills,N/A
Drew Brees,2001,Regular Season,6,10/21/2001,Broncos,N/A
Drew Brees,2001,Regular Season,5,10/14/2001,@Patriots,N/A
Drew Brees,2001,Regular Season,4,10/07/2001,@Browns,N/A
Drew Brees,2001,Regular Season,3,09/30/2001,Bengals,N/A
Drew Brees,2001,Regular Season,2,09/23/2001,@Cowboys,N/A
Drew Brees,2001,Regular Season,1,09/09/2001,Redskins,N/A
Drew Brees,2005,Regular Season,17,12/31/2005,Broncos,L 7 - 23
Drew Brees,2005,Regular Season,16,12/24/2005,@Chiefs,L 7 - 20
Drew Brees,2005,Regular Season,15,12/18/2005,@Colts,W 26 - 17
Drew Brees,2005,Regular Season,14,12/11/2005,Dolphins,L 21 - 23
Drew Brees,2005,Regular Season,13,12/04/2005,Raiders,W 34 - 10
Drew Brees,2005,Regular Season,12,11/27/2005,@Redskins,W 23 - 17
Drew Brees,2005,Regular Season,11,11/20/2005,Bills,W 48 - 10
Drew Brees,2005,Regular Season,9,11/06/2005,@Jets,W 31 - 26
Drew Brees,2005,Regular Season,8,10/30/2005,Chiefs,W 28 - 20
Drew Brees,2005,Regular Season,7,10/23/2005,@Eagles,L 17 - 20
Drew Brees,2005,Regular Season,6,10/16/2005,@Raiders,W 27 - 14
Drew Brees,2005,Regular Season,5,10/10/2005,Steelers,L 22 - 24
Drew Brees,2005,Regular Season,4,10/02/2005,@Patriots,W 41 - 17
Drew Brees,2005,Regular Season,3,09/25/2005,Giants,W 45 - 23
Drew Brees,2005,Regular Season,2,09/18/2005,@Broncos,L 17 - 20
Drew Brees,2005,Regular Season,1,09/11/2005,Cowboys,L 24 - 28
Drew Brees,2002,Regular Season,17,12/29/2002,Seahawks,N/A
Drew Brees,2002,Regular Season,16,12/22/2002,@Chiefs,N/A
Drew Brees,2002,Regular Season,15,12/15/2002,@Bills,N/A
Drew Brees,2002,Regular Season,14,12/08/2002,Raiders,N/A
Drew Brees,2002,Regular Season,13,12/01/2002,Broncos,N/A
Drew Brees,2002,Regular Season,12,11/24/2002,@Dolphins,N/A
Drew Brees,2002,Regular Season,11,11/17/2002,49ers,N/A
Drew Brees,2002,Regular Season,10,11/10/2002,@Rams,N/A
Drew Brees,2002,Regular Season,9,11/03/2002,Jets,N/A
